Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Convolutional Neural Network Assisted Transformer for Automatic Modulation Recognition Under Large CFOs and SROs,R. Zeng; Z. Lu; X. Zhang; J. Wang; J. Wang,"Department of Electronic Engineering, Tsinghua University, Beijing, China; Lab for High Technology, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China",IEEE Signal Processing Letters,12 Mar 2024,2024,31,,741,745,"Automatic modulation recognition (AMR) has received widespread attention as a crucial aspect of non-cooperative communication. Despite this, large carrier frequency offsets (CFOs) and sample rate offsets (SROs) caused by inaccurate parameter estimation at the receiver are harmful to the recognition accuracy, which is still to be addressed. In this letter, we focus on intelligent modulation recognition tasks under such offsets. A novel transformer-based method named TransGroupNet is designed that can extract deep features of signals from the instantaneous amplitude, phase, and frequency (APF) domain. In addition, lightweight group convolution layers are added ahead of the transformer blocks for better feature preprocessing. Simulations demonstrate that the proposed TransGroupNet achieves better recognition accuracy under large offsets compared with the previous state-of-the-art methods, even though these methods adopt correction modules (CM) to address such offsets.",1558-2361,,10.1109/LSP.2024.3372770,"National Key Research and Development Program of China(grant numbers:2021YFA0716602); Science, Technology and Innovation Commission of Shenzhen Municipality(grant numbers:JSGG20211029095003004); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10458301,Automatic modulation recognition;carrier frequency offsets;sample rate offsets;transformer;group convolution,Transformers;Convolution;Modulation;Feature extraction;Task analysis;Receivers;Frequency modulation,,,,18.0,IEEE,5 Mar 2024,,,IEEE,IEEE Journals
A Transformer-Based Contrastive Semi-Supervised Learning Framework for Automatic Modulation Recognition,W. Kong; X. Jiao; Y. Xu; B. Zhang; Q. Yang,"State Key Laboratory on ISN, School of Telecommunications Engineering, Xidian University, Xi’an, Shaanxi, China; Academy of Military Sciences, Beijing, China; Academy of Military Sciences, Beijing, China; Academy of Military Sciences, Beijing, China; State Key Laboratory on ISN, School of Telecommunications Engineering, Xidian University, Xi’an, Shaanxi, China",IEEE Transactions on Cognitive Communications and Networking,7 Aug 2023,2023,9,4.0,950,962,"The application of deep learning improves the processing speed and the accuracy of automatic modulation recognition (AMR). As a result, it realizes intelligent spectrum management and electronic reconnaissance. However, deep learning-aided AMR usually requires a large number of labeled samples to obtain a reliable neural network model. In practical applications, due to economic costs and privacy constraints, there is a small number of labeled samples but a large number of unlabeled samples. This paper proposes a Transformer-based contrastive semi-supervised learning framework for AMR. First, self-supervised contrastive pre-training of the Transformer-based encoder is completed using unlabeled samples, and data augmentation is realized through time warping. Then, the pre-trained encoder and a randomly initialized classifier are fine-tuned using labeled samples, and hierarchical learning rates are employed to ensure classification accuracy. Considering the problems of applying Transformer to AMR, a convolutional transformer deep neural network is proposed, which involves convolutional embedding, attention bias, and attention pooling. In experiments, the feasibility of the framework is analyzed through linear evaluation of the framework components on the RML2016.10a dataset. Also, the proposed framework is compared with existing semi-supervised methods on RML2016.10a and RML2016.10b datasets to verify its superiority and stability.",2332-7731,,10.1109/TCCN.2023.3264908,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10093837,Automatic modulation recognition;semisupervised learning;contrastive learning;transformer network,Transformers;Feature extraction;Computational modeling;Convolution;Deep learning;Modulation;Time-frequency analysis,,4.0,,37.0,IEEE,5 Apr 2023,,,IEEE,IEEE Journals
A Novel GUI Design for Comparison of ROS-Based Mobile Robot Local Planners,B. Gurevin; F. Gulturk; M. Yildiz; I. Pehlivan; T. T. Nguyen; F. Caliskan; B. Boru; M. Z. Yildiz,"Mechatronics Engineering Department, Graduate Education Institute, Sakarya University of Applied Sciences, Sakarya, Turkey; Electrical Electronics Engineering Department, Graduate Education Institute, Sakarya University of Applied Sciences, Sakarya, Turkey; Electrical Electronics Engineering Department, Graduate Education Institute, Sakarya University of Applied Sciences, Sakarya, Turkey; Electrical Electronics Engineering Department, Faculty of Technology, Sakarya University of Applied Sciences, Sakarya, Turkey; Faculty of Engineering and Technology, Liverpool John Moores University, Liverpool, U.K.; Metallurgy and Materials Department, Faculty of Technology, Sakarya University of Applied Sciences, Sakarya, Turkey; Mechatronics Engineering Department, Faculty of Technology, Sakarya University of Applied Sciences, Sakarya, Turkey; Electrical Electronics Engineering Department, Faculty of Technology, Sakarya University of Applied Sciences, Sakarya, Turkey",IEEE Access,14 Nov 2023,2023,11,,125738,125748,"The studies such as navigating the AMR between stations, docking to the station, and assigning autonomous tasks to other stations are costly in terms of time and energy consumption. This situation creates the need for an interface where the entire work area can be observed and AMRs can be controlled from a single center in the installation of the system in the field. In this study, an interface that can be used in AMR control and monitoring was designed. With this interface; It is thought to prevent costly situations such as determining the stations, calculating the time spent in the transportation of products between stations, determining the movement route. The interface developed in this context was used in an application where ROS-based path planning algorithms were compared. A total of six different stations was identified. With three different local planners: DWA, TEB and Trajectory planner, AMR was given the task of acting autonomously to each station. Thanks to the developed interface, the distance and time required to reach each station were calculated by performing autonomous movement to the desired points. In this way, a comparison of ROS-based path planning algorithms was made. It was calculated that the DWA was 10.55% more successful than the TEB and 2.33% more successful than the Trajectory in terms of distance covered. Additionally, when examined in terms of arrival time, it was calculated that the DWA was 24.64% more successful than the TEB and 2.39% more successful than the Trajectory.",2169-3536,,10.1109/ACCESS.2023.3327705,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10296843,Autonomous mobile robot;path planning;robot operating systems;GUI,Path planning;Mobile robots;Heuristic algorithms;Graphical user interfaces;Vehicle dynamics;Visualization;Task analysis;Autonomous vehicles;Autonomous robots,,1.0,,37.0,CCBYNCND,26 Oct 2023,,,IEEE,IEEE Journals
Achieving Efficient Feature Representation for Modulation Signal: A Cooperative Contrast Learning Approach,J. Bai; X. Wang; Z. Xiao; H. Zhou; T. A. A. Ali; Y. Li; L. Jiao,"Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, School of Artificial Intelligence, Xidian University, Xi’an, China; Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, School of Artificial Intelligence, Xidian University, Xi’an, China; College of Computer Science and Electronics Engineering, Hunan University, Changsha, China; National Key Laboratory of Electromagnetic Space Security, Jiaxing, China; College of Computer Science and Electronics Engineering, Hunan University, Changsha, China; AI Group, Guangdong Laboratory of Artificial Intelligence and Digital Economy (Shenzhen), Shenzhen, China; Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, School of Artificial Intelligence, Xidian University, Xi’an, China",IEEE Internet of Things Journal,25 Apr 2024,2024,11,9.0,16196,16211,"Seamless Internet of Things (IoT) connections expose many vulnerabilities in wireless networks, and IoT devices inevitably face many malicious active attacks. automatic modulation recognition (AMR) is an effective way to combat IoT physical layer threats. In the field of noncollaborative communication, feature representation learning for unlabeled signals is an important task of AMR. However, due to the unavailability of a priori knowledge and the influence of interference during signal transmission, the intercepted unlabeled signals are difficult to perform efficient feature representation. In this article, we propose cooperative contrast learning for unlabeled modulation signal Cooperative Contrast Learning for modulation Signals (CoCL-Sig). Specifically, the CoCL-Sig is trained using both sequence and constellation diagram modalities, and is divided into two parts: 1) modal-level feature representation and 2) instance-level auxiliary feature representation. In modal-level feature representation, two modal projections are matched in the same hyperplane space. To ensure the stability of the feature representation, a sequence auxiliary branch is added to form an instance-level feature representation of the sequence. In addition, the feature representations obtained by the CoCL-Sig can be applied to modulation signals for semi-supervised classification and clustering tasks. We have conducted extensive experiments on two widely used modulation signal data sets, RML2016.10A and RML2016.04C. The results demonstrate the effectiveness of our method in modulation signal feature representation and its superiority compared to other methods.",2327-4662,,10.1109/JIOT.2024.3350927,National Natural Science Foundation of China(grant numbers:62276206); Key Research and Development Program of Shaanxi Province(grant numbers:2022GY-062); Aeronautical Science Foundation of China(grant numbers:2023Z071081001); Shenzhen Science and Technology Program(grant numbers:JCYJ20220530160408019); Basic and Applied Basic Research Foundation of Guangdong Province(grant numbers:2023A1515011915); Key Program of National Natural Science Foundation of China(grant numbers:62231027); National Key Laboratory of Electromagnetic Space Security; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10382665,Contrast learning;feature representation;modulation recognition;unlabeled signal,Modulation;Task analysis;Internet of Things;Feature extraction;Training;Interference;Self-supervised learning,,1.0,,59.0,IEEE,8 Jan 2024,,,IEEE,IEEE Journals
Artificial Intelligence-Based Model for Predicting the Minimum Inhibitory Concentration of Antibacterial Peptides Against ESKAPEE Pathogens,R. Sharma; S. Shrivastava; S. K. Singh; A. Kumar; A. K. Singh; S. Saxena,"Department of Computer Science and Engineering, Indian Institute of Technology, BHU, Varanasi, India; Division of Veterinary Biotechnology, ICAR-Indian Veterinary Research Institute, Izatnagar, India; Department of Computer Science and Engineering, Indian Institute of Technology, BHU, Varanasi, India; Department of Computer Science and Engineering, Indian Institute of Technology, BHU, Varanasi, India; Department of Computer Science and Engineering, National Institute of Technology, Patna, India; Division of Veterinary Biotechnology, ICAR-Indian Veterinary Research Institute, Izatnagar, India",IEEE Journal of Biomedical and Health Informatics,4 Apr 2024,2024,28,4.0,1949,1958,"In response to environmental threats, pathogens make several changes in their genome, leading to antimicrobial resistance (AMR). Due to AMR, the pathogens do not respond to antibiotics. Amongst drug-resistant pathogens, the ESKAPEE group of bacteria poses a major threat to humans, and therefore World Health Organization has given them the highest priority status. Antibacterial peptides (ABPs) are a family of peptides found in nature that play a crucial role in the innate immune systems of organisms. These ABPs offer several advantages over widely used antibiotics. As a result, they have recently received a lot of attention as potential replacements for currently available antibiotics. But it is expensive and time-consuming to identify ABPs from natural sources. Thus, wet lab researchers employ various tools to screen promising ABPs rapidly. However, the main limitation of the existing tools is that they do not provide the minimum inhibitory concentration values against the ESKAPEE pathogens for the identified ABP. To address this, in the current work, we developed ESKAPEE-MICpred, a two-input model that utilizes transfer learning and ensemble learning techniques. The concept of ensemble learning was realized by combining the decisions provided by deep learning algorithms, whereas the concept of transfer learning was realized by utilizing pretrained amino acid embeddings. The proposed model has been deployed as a web server at https://eskapee-micpred.anvil.app/ to aid the scientific community.",2168-2208,,10.1109/JBHI.2023.3271611,National Agricultural Science Fund; Developing Novel Therapeutic Strategies for Mitigating Antimicrobial Resistance sanctioned(grant numbers:NASF/BGAM-9006-2022-23); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10110982,Antibacterial peptides;antimicrobial resistance;minimum inhibitory concentration;genome;world health organization;ESKAPEE,Pathogens;Peptides;Shape;Microwave integrated circuits;Bioinformatics;Neurons;Microorganisms,,1.0,,33.0,IEEE,28 Apr 2023,,,IEEE,IEEE Journals
Complex-Valued Convolution and Frequency Global Filter for Automatic Modulation Recognition,Q. Luo; M. -M. Zhao; Z. Chen; Z. Su; M. -J. Zhao,"College of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, China; College of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, China; College of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, China; College of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, China; College of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, China",IEEE Communications Letters,11 Jul 2023,2023,27,7.0,1779,1783,"Automatic modulation recognition (AMR) plays an important role in cognitive radio and dynamic spectrum access, which has been widely applied in military and civilian applications. Due to the breakthroughs in deep learning (DL), DL-based AMR methods are becoming extremely popular. However, most existing DL-based methods are unable to deal with complex format data, and learning the mappings from the time series or its transformed representation to the true modulation type directly is difficult. To address these difficulties, this letter presents a complex-valued convolution and frequency global filter unit (CGFU), and proposes a hybrid neural network, namely CGF-HNN, which can efficiently exploit features from different domains. We evaluate the recognition performance of the proposed model on two well-known datasets, i.e., RML2016.10a and RML2018.01a. Simulation results show that the proposed model outperforms the existing state-of-the-art models.",1558-2558,,10.1109/LCOMM.2023.3271633,National Natural Science Foundation of China(grant numbers:62001417); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10113217,Automatic modulation recognition;deep learning;complex-valued convolution;frequency global filter,Convolution;Modulation;Feature extraction;Frequency-domain analysis;Frequency modulation;Information filters;Training data,,1.0,,20.0,IEEE,1 May 2023,,,IEEE,IEEE Journals
Coded Speech Quality Measurement by a Non-Intrusive PESQ-DNN,Z. Xu; Z. Zhao; T. Fingscheidt,"Institute for Communications Technology, Technische Universität Braunschweig, Braunschweig, Germany; GN Hearing, Eindhoven, The Netherlands; Institute for Communications Technology, Technische Universität Braunschweig, Braunschweig, Germany","IEEE/ACM Transactions on Audio, Speech, and Language Processing",23 Oct 2023,2023,31,,3404,3417,"Wideband codecs such as AMR-WB or EVS are widely used in (mobile) speech communication. Evaluation of coded speech quality is often performed subjectively by an absolute category rating (ACR) listening test. However, the ACR test is impractical for online monitoring of speech communication networks. Perceptual evaluation of speech quality (PESQ) is one of the widely used metrics instrumentally predicting the results of an ACR test. However, the PESQ algorithm requires an original reference signal, which is usually unavailable in network monitoring, thus limiting its applicability. NISQA is a new non-intrusive neural-network-based speech quality measure, focusing on super-wideband speech signals. In this work, however, we aim at predicting the well-known PESQ metric using a non-intrusive PESQ-DNN model. We illustrate the potential of this model by predicting the PESQ scores of wideband-coded speech obtained from AMR-WB or EVS codecs operating at different bitrates in noisy, tandeming, and error-prone transmission conditions. We compare our methods with the state-of-the-art network topologies of QualityNet, WaweNet, and DNSMOS—all applied to PESQ prediction—by measuring the mean absolute error (MAE) and the linear correlation coefficient (LCC). The proposed PESQ-DNN offers the best total MAE and LCC of 0.11 and 0.92, respectively, in conditions without frame loss, and still is best when including frame loss. Note that our model could be similarly used to non-intrusively predict POLQA or other (intrusive) metrics.",2329-9304,,10.1109/TASLP.2023.3317574,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10256199,Objective speech quality measure;PESQ;POLQA;speech codecs;speech communication,Speech coding;Speech enhancement;Predictive models;Measurement;Training;Oral communication;Monitoring,,,,56.0,CCBY,20 Sep 2023,,,IEEE,IEEE Journals
An Effective Model for Predicting Phage-Host Interactions Via Graph Embedding Representation Learning With Multi-Head Attention Mechanism,Y. Wang; H. Sun; H. Wang; D. Li; W. Zhao; X. Jiang; X. Shen,"Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, School of Computer, and National Language Resources Monitoring and Research Center for Network Media, Central China Normal University, Wuhan, China; School of Mathematics and Statistics, Central China Normal University, Wuhan, China; Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, School of Computer, and National Language Resources Monitoring and Research Center for Network Media, Central China Normal University, Wuhan, China; Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, School of Computer, and National Language Resources Monitoring and Research Center for Network Media, Central China Normal University, Wuhan, China; Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, School of Computer, and National Language Resources Monitoring and Research Center for Network Media, Central China Normal University, Wuhan, China; Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, School of Computer, and National Language Resources Monitoring and Research Center for Network Media, Central China Normal University, Wuhan, China; Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, School of Computer, and National Language Resources Monitoring and Research Center for Network Media, Central China Normal University, Wuhan, China",IEEE Journal of Biomedical and Health Informatics,5 Jun 2023,2023,27,6.0,3061,3071,"In the treatment of bacterial infectious diseases, overuse of antibiotics may lead to not only bacterial resistance to antibiotics but also dysbiosis of beneficial bacteria which are essential for maintaining normal human life activities. Instead, phage therapy, which invades and lyses specific pathogenic bacteria without affecting beneficial bacteria, becomes more and more popular to treat bacterial infectious diseases. For the effective phage therapy, it requires to accurately predict potential phage-host interactions from heterogeneous information network consisting of bacteria and phages. Although many models have been proposed for predicting phage-host interactions, most methods fail to consider fully the sparsity and unconnectedness of phage-host heterogeneous information network, deriving the undesirable performance on phage-host interactions prediction. To address the challenge, we propose an effective model called GERMAN-PHI for predicting Phage-Host Interactions via Graph Embedding Representation learning with Multi-head Attention mechaNism. In GERMAN-PHI, the multi-head attention mechanism is utilized to learn representations of phages and hosts from multiple perspectives of phage-host associations, addressing the sparsity and unconnectedness in phage-host heterogeneous information network. More specifically, a module of GAT with talking-heads is employed to learn representations of phages and bacteria, on which neural induction matrix completion is conducted to reconstruct the phage-host association matrix. Results of comprehensive experiments demonstrate that GERMAN-PHI performs better than the state-of-the-art methods on phage-host interactions prediction. In addition, results of case study for two high-risk human pathogens show that GERMAN-PHI can predict validated phages with high accuracy, and some potential or new associated phages are provided as well.",2168-2208,,10.1109/JBHI.2023.3261319,National Natural Science Foundation of China(grant numbers:61932008); Natural Science Foundation of Hubei Province of China(grant numbers:2022CFB289); Fundamental Research Funds for Central Universities(grant numbers:KJ02502022-0450); Scientific Research Center Program of National Language Commission(grant numbers:ZDI135-135); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10081356,Phage-host interactions prediction;graph representation learning;multi-head attention mechanism;heterogeneous information network,Bacteriophages;Microorganisms;Bioinformatics;Antibiotics;Genomics;Medical treatment;Predictive models,Humans;Bacteriophages;Bacteria;Anti-Bacterial Agents;Communicable Diseases,2.0,,39.0,IEEE,27 Mar 2023,,,IEEE,IEEE Journals
DeepTPpred: A Deep Learning Approach With Matrix Factorization for Predicting Therapeutic Peptides by Integrating Length Information,Z. Cui; S. -G. Wang; Y. He; Z. -H. Chen; Q. -H. Zhang,"Institute of Machine Learning and Systems Biology, College of Electronics and Information Engineering, Tongji University, Shanghai, China; Institute of Machine Learning and Systems Biology, College of Electronics and Information Engineering, Tongji University, Shanghai, China; Institute of Machine Learning and Systems Biology, College of Electronics and Information Engineering, Tongji University, Shanghai, China; College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; EIT Institute for Advanced Study, Ningbo, Zhejiang, China",IEEE Journal of Biomedical and Health Informatics,6 Sep 2023,2023,27,9.0,4611,4622,"The abuse of traditional antibiotics has led to increased resistance of bacteria and viruses. Efficient therapeutic peptide prediction is critical for peptide drug discovery. However, most of the existing methods only make effective predictions for one class of therapeutic peptides. It is worth noting that currently no predictive method considers sequence length information as a distinct feature of therapeutic peptides. In this article, a novel deep learning approach with matrix factorization for predicting therapeutic peptides (DeepTPpred) by integrating length information are proposed. The matrix factorization layer can learn the potential features of the encoded sequence through the mechanism of first compression and then restoration. And the length features of the sequence of therapeutic peptides are embedded with encoded amino acid sequences. To automatically learn therapeutic peptide predictions, these latent features are input into the neural networks with self-attention mechanism. On eight therapeutic peptide datasets, DeepTPpred achieved excellent prediction results. Based on these datasets, we first integrated eight datasets to obtain a full therapeutic peptide integration dataset. Then, we obtained two functional integration datasets based on the functional similarity of the peptides. Finally, we also conduct experiments on the latest versions of the ACP and CPP datasets. Overall, the experimental results show that our work is effective for the identification of therapeutic peptides.",2168-2208,,10.1109/JBHI.2023.3290014,"National Natural Science Foundation of China(grant numbers:61861146002,61732012,61772370,62002266,61932008,61772357,62073231); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10164211,Deep learning matrix factorization;length feature;therapeutic peptides,Peptides;Matrix decomposition;Feature extraction;Predictive models;Deep learning;Machine learning;Training,"Humans;Deep Learning;Peptides;Neural Networks, Computer;Drug Discovery",1.0,,60.0,IEEE,27 Jun 2023,,,IEEE,IEEE Journals
Artificial Intelligence-Based Model for Predicting the Minimum Inhibitory Concentration of Antibacterial Peptides Against ESKAPEE Pathogens,R. Sharma; S. Shrivastava; S. K. Singh; A. Kumar; A. K. Singh; S. Saxena,"Department of Computer Science and Engineering, Indian Institute of Technology, BHU, Varanasi, India; Division of Veterinary Biotechnology, ICAR-Indian Veterinary Research Institute, Izatnagar, India; Department of Computer Science and Engineering, Indian Institute of Technology, BHU, Varanasi, India; Department of Computer Science and Engineering, Indian Institute of Technology, BHU, Varanasi, India; Department of Computer Science and Engineering, National Institute of Technology, Patna, India; Division of Veterinary Biotechnology, ICAR-Indian Veterinary Research Institute, Izatnagar, India",IEEE Journal of Biomedical and Health Informatics,4 Apr 2024,2024,28,4.0,1949,1958,"In response to environmental threats, pathogens make several changes in their genome, leading to antimicrobial resistance (AMR). Due to AMR, the pathogens do not respond to antibiotics. Amongst drug-resistant pathogens, the ESKAPEE group of bacteria poses a major threat to humans, and therefore World Health Organization has given them the highest priority status. Antibacterial peptides (ABPs) are a family of peptides found in nature that play a crucial role in the innate immune systems of organisms. These ABPs offer several advantages over widely used antibiotics. As a result, they have recently received a lot of attention as potential replacements for currently available antibiotics. But it is expensive and time-consuming to identify ABPs from natural sources. Thus, wet lab researchers employ various tools to screen promising ABPs rapidly. However, the main limitation of the existing tools is that they do not provide the minimum inhibitory concentration values against the ESKAPEE pathogens for the identified ABP. To address this, in the current work, we developed ESKAPEE-MICpred, a two-input model that utilizes transfer learning and ensemble learning techniques. The concept of ensemble learning was realized by combining the decisions provided by deep learning algorithms, whereas the concept of transfer learning was realized by utilizing pretrained amino acid embeddings. The proposed model has been deployed as a web server at https://eskapee-micpred.anvil.app/ to aid the scientific community.",2168-2208,,10.1109/JBHI.2023.3271611,National Agricultural Science Fund; Developing Novel Therapeutic Strategies for Mitigating Antimicrobial Resistance sanctioned(grant numbers:NASF/BGAM-9006-2022-23); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10110982,Antibacterial peptides;antimicrobial resistance;minimum inhibitory concentration;genome;world health organization;ESKAPEE,Pathogens;Peptides;Shape;Microwave integrated circuits;Bioinformatics;Neurons;Microorganisms,,1.0,,33.0,IEEE,28 Apr 2023,,,IEEE,IEEE Journals
DeepTPpred: A Deep Learning Approach With Matrix Factorization for Predicting Therapeutic Peptides by Integrating Length Information,Z. Cui; S. -G. Wang; Y. He; Z. -H. Chen; Q. -H. Zhang,"Institute of Machine Learning and Systems Biology, College of Electronics and Information Engineering, Tongji University, Shanghai, China; Institute of Machine Learning and Systems Biology, College of Electronics and Information Engineering, Tongji University, Shanghai, China; Institute of Machine Learning and Systems Biology, College of Electronics and Information Engineering, Tongji University, Shanghai, China; College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; EIT Institute for Advanced Study, Ningbo, Zhejiang, China",IEEE Journal of Biomedical and Health Informatics,6 Sep 2023,2023,27,9.0,4611,4622,"The abuse of traditional antibiotics has led to increased resistance of bacteria and viruses. Efficient therapeutic peptide prediction is critical for peptide drug discovery. However, most of the existing methods only make effective predictions for one class of therapeutic peptides. It is worth noting that currently no predictive method considers sequence length information as a distinct feature of therapeutic peptides. In this article, a novel deep learning approach with matrix factorization for predicting therapeutic peptides (DeepTPpred) by integrating length information are proposed. The matrix factorization layer can learn the potential features of the encoded sequence through the mechanism of first compression and then restoration. And the length features of the sequence of therapeutic peptides are embedded with encoded amino acid sequences. To automatically learn therapeutic peptide predictions, these latent features are input into the neural networks with self-attention mechanism. On eight therapeutic peptide datasets, DeepTPpred achieved excellent prediction results. Based on these datasets, we first integrated eight datasets to obtain a full therapeutic peptide integration dataset. Then, we obtained two functional integration datasets based on the functional similarity of the peptides. Finally, we also conduct experiments on the latest versions of the ACP and CPP datasets. Overall, the experimental results show that our work is effective for the identification of therapeutic peptides.",2168-2208,,10.1109/JBHI.2023.3290014,"National Natural Science Foundation of China(grant numbers:61861146002,61732012,61772370,62002266,61932008,61772357,62073231); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10164211,Deep learning matrix factorization;length feature;therapeutic peptides,Peptides;Matrix decomposition;Feature extraction;Predictive models;Deep learning;Machine learning;Training,"Humans;Deep Learning;Peptides;Neural Networks, Computer;Drug Discovery",1.0,,60.0,IEEE,27 Jun 2023,,,IEEE,IEEE Journals
TransAMR: An Interpretable Transformer Model for Accurate Prediction of Antimicrobial Resistance Using Antibiotic Administration Data,M. Tharmakulasingam; W. Wang; M. Kerby; R. L. Ragione; A. Fernando,"Centre for Vision, Speech and Signal Processing, University of Surrey, Guildford, U.K.; Centre for Vision, Speech and Signal Processing, University of Surrey, Guildford, U.K.; Synergy Farm Health Ltd., Maiden Newton, Dorset, U.K.; School of Veterinary Medicine, University of Surrey, Guildford, U.K.; Department of Computer and Information Sciences, University of Strathclyde, Glasgow, U.K.",IEEE Access,26 Jul 2023,2023,11,,75337,75350,"Antimicrobial Resistance (AMR) is a growing public and veterinary health concern, and the ability to accurately predict AMR from antibiotics administration data is crucial for effectively treating and managing infections. While genomics-based approaches can provide better results, sequencing, assembling, and applying Machine Learning (ML) methods can take several hours. Therefore, alternative approaches are required. This study focused on using ML for antimicrobial stewardship by utilising data extracted from hospital electronic health records, which can be done in real-time, and developing an interpretable 1D-Transformer model for predicting AMR. A multi-baseline Integrated Gradient pipeline was also incorporated to interpret the model, and quantitative validation metrics were introduced to validate the model. The performance of the proposed 1D-Transformer model was evaluated using a dataset of urinary tract infection (UTI) patients with four antibiotics. The proposed 1D-Transformer model achieved 10% higher area under curve (AUC) in predicting AMR and outperformed traditional ML models. The Explainable Artificial Intelligence (XAI) pipeline also provided interpretable results, identifying the signatures contributing to the predictions. This could be used as a decision support tool for personalised treatment, introducing AMR-aware food and management of AMR, and it could also be used to identify signatures for targeted interventions.",2169-3536,,10.1109/ACCESS.2023.3296221,University of Surrey; Zoetis through the vHive Initiative; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10185002,Transformer;multi-drug AMR;antimicrobial stewardship;missing labels;XAI;multi-label prediction,Antibiotics;Predictive models;Data models;Immune system;Prediction algorithms;Computational modeling;Transformers,,,,35.0,CCBY,17 Jul 2023,,,IEEE,IEEE Journals
